SALES HISTORY LOAD FILE 3,,,,,,,,,,,,,
03/01/2022 12:01:25PM,,,,,,,,,,,,,
Ship To,Counterman,Invoice Number,INVOICE DATE,ENTRY TIME,Part Number,Part Number With Vendor,Unit Cost,Qty Ship,Unit Sell Price,Extended Part Price,Extended Part Profit,VND,Options
3333,54,1137117,2/25/2022,09:23:00AM,G25105-0604,GATG25105-0604,$8.28 ,1,$9.53 ,$9.53 ,$1.25 ,GAT,AP
2586-1,13,1136510,2/22/2022,,WA10149,WIXWA10149,$81.01 ,2,$72.09 ,$144.18 ,($17.84),WIX,A
5860,74,1136313,2/21/2022,02:28:11PM,GT-2424CD,GBTGT-2424CD,$5.85 ,2,$11.78 ,$23.56 ,$11.86 ,GBT,AP
D4628-1,129,620125,2/12/2022,10:00:06AM,42808,WIX42808,$51.23 ,1,$62.47 ,$62.47 ,$11.24 ,WIX,A
D1480,13,1133489,2/3/2022,08:45:00AM,G20170-1212X,GATG20170-1212X,$7.07 ,4,$9.16 ,$36.64 ,$8.36 ,GAT,AP
5866,85,1133872,2/4/2022,09:45:45AM,33948,WIX33948,$28.18 ,2,$33.57 ,$67.14 ,$10.78 ,WIX,A
D1480,13,1133489,2/3/2022,08:45:00AM,G20995-0412X,GATG20995-0412X,$5.69 ,6,$7.58 ,$45.48 ,$11.34 ,GAT,AP
D1480,13,1133489,2/3/2022,08:45:00AM,G25111-1212,GATG25111-1212,$13.93 ,3,$20.06 ,$60.18 ,$18.39 ,GAT,A
5866,85,1133872,2/4/2022,09:45:45AM,51412,WIX51412,$10.27 ,0,$12.16 ,,,WIX,A
D1480,13,1133489,2/3/2022,08:45:00AM,G20230-1616X,GATG20230-1616X,$20.94 ,6,$27.91 ,$167.46 ,$41.82 ,GAT,AP
D1480,13,1133489,2/3/2022,08:45:00AM,G20995-0416X,GATG20995-0416X,$7.93 ,6,$10.45 ,$62.70 ,$15.12 ,GAT,AP
5866,85,1133872,2/4/2022,09:45:45AM,46746,WIX46746,$78.67 ,0,$84.01 ,,,WIX,A
D1480,13,1133489,2/3/2022,08:45:00AM,G25100-1212X,GATG25100-1212X,$6.95 ,5,$9.34 ,$46.70 ,$11.95 ,GAT,AP
D1480,13,1133489,2/3/2022,08:45:00AM,G20170-0808X,GATG20170-0808X,$4.94 ,8,$6.72 ,$53.76 ,$14.24 ,GAT,AP
5866,85,1133872,2/4/2022,09:45:45AM,51669,WIX51669,$17.23 ,0,$22.10 ,,,WIX,A
D1480,13,1133489,2/3/2022,08:45:00AM,G20995-0408X,GATG20995-0408X,$3.33 ,8,$4.54 ,$36.32 ,$9.68 ,GAT,AP
D4645,97,621951,2/28/2022,07:56:45AM,45126,SHL45126,$14.38 ,90,$16.85 ,"1,516.50",$222.30 ,SHL,AP
D1480,13,1133489,2/3/2022,08:45:00AM,60301-0404,AGA60301-0404,$0.48 ,4,$1.06 ,$4.24 ,$2.32 ,AGA,A
1435,6,1136287,2/21/2022,12:39:49PM,145115,VEL145115,$109.99 ,1,$156.36 ,$156.36 ,$46.37 ,VEL,AP
1588,15,1136485,2/22/2022,11:27:17AM,FG-FF5776,MISFG-FF5776,$31.38 ,1,$64.03 ,$64.03 ,$32.65 ,MIS,AP
1873,64,1133327,2/2/2022,01:39:34PM,10131,LUC10131,$20.66 ,1,$30.48 ,$30.48 ,$9.82 ,LUC,AP
1588,15,1136485,2/22/2022,11:27:17AM,41810,SHL41810,$7.20 ,6,$11.38 ,$68.28 ,$25.08 ,SHL,AP
1588,15,1136485,2/22/2022,11:27:17AM,FG-LF14000NN,MISFG-LF14000NN,$28.28 ,2,$38.18 ,$76.36 ,$19.80 ,MIS,AP
1588,15,1136485,2/22/2022,11:27:17AM,33651MP,WIX33651MP,$8.40 ,3,$11.39 ,$34.17 ,$8.97 ,WIX,AP
LOAD2,123,620214,2/14/2022,11:58:25AM,49333,GRC49333,$9.37 ,2,$16.96 ,$33.92 ,$15.18 ,GRC,A
LOAD2,123,620214,2/14/2022,11:58:25AM,6030,ORN6030,$9.97 ,3,$15.44 ,$46.32 ,$16.41 ,ORN,AP
LOAD2,123,620214,2/14/2022,11:58:25AM,CHOCK,MISCHOCK,$12.59 ,2,$19.62 ,$39.24 ,$14.06 ,MIS,AP
LOAD2,123,620214,2/14/2022,11:58:25AM,49332,GRC49332,$9.42 ,1,$16.96 ,$16.96 ,$7.54 ,GRC,A
D1013,129,620747,2/18/2022,04:57:03PM,361-161,DAY361-161,$7.23 ,3,$9.10 ,$27.30 ,$5.61 ,DAY,AP
1374-1,111,1136925,2/24/2022,,342.055.01,PFC342.055.01,$89.20 ,2,$115.20 ,$230.40 ,$52.00 ,PFC,AP
D4281,69,621771,2/25/2022,06:57:07AM,78758,GAT78758,$0.57 ,8,$1.76 ,$14.08 ,$9.52 ,GAT,A
D4281,69,621771,2/25/2022,06:57:07AM,78478,GAT78478,$52.76 ,1,$71.16 ,$71.16 ,$18.40 ,GAT,AP
D4281,69,621771,2/25/2022,06:57:07AM,78749,GAT78749,$1.32 ,8,$1.78 ,$14.24 ,$3.68 ,GAT,AP
2690,97,621908,2/26/2022,10:54:07AM,785-449,DOR785-449,$1.88 ,1,$3.51 ,$3.51 ,$1.63 ,DOR,A
5866,85,1136531,2/22/2022,12:10:55PM,WA10714,WIXWA10714,$78.86 ,2,$78.81 ,$157.62 ,($0.10),WIX,AP
2690,97,621908,2/26/2022,10:54:07AM,16620,VEL016620,$5.21 ,1,$8.60 ,$8.60 ,$3.39 ,VEL,AP
D711,97,620140,2/12/2022,11:06:45AM,60391,JSP60391,$91.68 ,1,$155.86 ,$155.86 ,$64.18 ,JSP,A
D711,97,620140,2/12/2022,11:06:45AM,82-9135,GRC82-9135,$2.07 ,1,$3.73 ,$3.73 ,$1.66 ,GRC,A
D711,97,620140,2/12/2022,11:06:45AM,491985,LOC491985,$3.00 ,1,$6.30 ,$6.30 ,$3.30 ,LOC,A
D711,97,620140,2/12/2022,11:06:45AM,41812,SHL41812,$9.91 ,4,$12.99 ,$51.96 ,$12.32 ,SHL,AP
1625-1,6,1136670,2/23/2022,03:26:42PM,14962,VEL014962,$1.73 ,5,$3.32 ,$16.60 ,$7.95 ,VEL,A
1625-1,6,1136670,2/23/2022,03:26:42PM,E-4329,EUCE-4329,$129.89 ,1,$181.85 ,$181.85 ,$51.96 ,EUC,AP
2255,47,1133805,2/4/2022,01:25:06PM,TRA-699,DAYTRA-699,$86.88 ,-1,$110.00 ,($110.00),($23.12),DAY,A
5860,74,1136285,2/21/2022,01:02:49PM,10013,LUC10013,$16.79 ,2,$22.50 ,$45.00 ,$11.42 ,LUC,AF
D711,127,618803,2/2/2022,08:04:17AM,9111530197X,MID9111530197X,$514.91 ,-1,$685.00 ,($685.00),($170.09),MID,A
3245-1,97,622022,2/28/2022,11:05:54AM,PF-4SS,GRKPF-4SS,$7.99 ,2,$12.87 ,$25.74 ,$9.76 ,GRK,AP
3692-1,101,1134558,2/10/2022,08:50:57AM,33651MP,WIX33651MP,$8.37 ,1,$8.27 ,$8.27 ,($0.10),WIX,A
3398-1,85,1137541,2/28/2022,,33979,WIX33979,$77.30 ,,$74.65 ,,,WIX,A
3692-1,101,1134558,2/10/2022,08:50:57AM,51971MP,WIX51971MP,$13.93 ,2,$13.83 ,$27.66 ,($0.20),WIX,A
3692-1,101,1134558,2/10/2022,08:50:57AM,46556,WIX46556,$52.29 ,1,$52.65 ,$52.65 ,$0.36 ,WIX,A
3245-1,97,622022,2/28/2022,11:05:54AM,562.U3105SS-,ATM562.U3105SS-T,$8.87 ,2,$11.48 ,$22.96 ,$5.22 ,ATM,AP
3398-1,85,1137541,2/28/2022,,33986,WIX33986,$34.26 ,3,$33.28 ,$99.84 ,($2.94),WIX,A
4580,64,1135929,2/18/2022,10:00:53AM,MSF263M-AMBE,SFTMSF263M-AMBER,$34.18 ,1,$50.62 ,$50.62 ,$16.44 ,SFT,AP
D3250-1,!WEB,621640,2/24/2022,02:55:59PM,46562,WIX46562,$27.45 ,2,$23.08 ,$46.16 ,($8.74),WIX,A
D3250-1,!WEB,621640,2/24/2022,02:55:59PM,W74B191,WIXW74B191,$34.22 ,1,$51.33 ,$51.33 ,$17.11 ,WIX,A
5860,88,1133247,2/2/2022,10:36:20AM,DC23400230,DAYDC23400230,$13.23 ,1,$18.26 ,$18.26 ,$5.03 ,DAY,AP
D3250-1,!WEB,621640,2/24/2022,02:55:59PM,51719,WIX51719,$72.46 ,2,$58.04 ,$116.08 ,($28.84),WIX,A
D6388,123,621764,2/25/2022,11:02:33AM,564.46068,ATM564.46068,$6.84 ,3,$11.90 ,$35.70 ,$15.18 ,ATM,AP
D3250-1,!WEB,621640,2/24/2022,02:55:59PM,33975,WIX33975,$67.40 ,1,$55.79 ,$55.79 ,($11.61),WIX,A
3896,!WEB,1136525,2/22/2022,,46438,WIX46438,$17.29 ,60,$18.46 ,"1,107.60",$70.20 ,WIX,A
D3250-1,!WEB,621640,2/24/2022,02:55:59PM,46569,WIX46569,$16.86 ,2,$13.79 ,$27.58 ,($6.14),WIX,A
D3250-1,!WEB,621640,2/24/2022,02:55:59PM,WS10147,WIXWS10147,$29.95 ,1,$24.49 ,$24.49 ,($5.46),WIX,A
2181,13,1134486,2/9/2022,12:43:59PM,6050-3,TLC6050-3,$13.01 ,1,$18.88 ,$18.88 ,$5.87 ,TLC,A
2181,13,1134486,2/9/2022,12:43:59PM,21001Y,TLC21001Y,$4.50 ,1,$6.44 ,$6.44 ,$1.94 ,TLC,A
1753-1,6,1135750,2/17/2022,04:52:31PM,M676X,MERM676X,$55.62 ,1,$83.01 ,$83.01 ,$27.39 ,MER,AP
2181,13,1134486,2/9/2022,12:43:59PM,31528,GAT31528,$2.09 ,1,$3.98 ,$3.98 ,$1.89 ,GAT,A
1753-1,6,1135750,2/17/2022,04:52:31PM,53712,GRC53712,$22.46 ,1,$33.42 ,$33.42 ,$10.96 ,GRC,AP
2181,13,1134486,2/9/2022,12:43:59PM,2385,TAC2385,$20.82 ,1,$36.18 ,$36.18 ,$15.36 ,TAC,A
2181,13,1134486,2/9/2022,12:43:59PM,60700-3,TLC60700-3,$1.34 ,1,$1.74 ,$1.74 ,$0.40 ,TLC,A
2181,13,1134486,2/9/2022,12:43:59PM,MRK4707QH23V,MERMRK4707QH23V,$30.54 ,4,$45.79 ,$183.16 ,$61.00 ,MER,AP
2181,13,1134486,2/9/2022,12:43:59PM,83-6029,GRC83-6029,$9.00 ,1,$14.72 ,$14.72 ,$5.72 ,GRC,A
1753-1,6,1135750,2/17/2022,04:52:31PM,16918,VEL016918,$5.58 ,1,$9.70 ,$9.70 ,$4.12 ,VEL,AP
1753-1,6,1135750,2/17/2022,04:52:31PM,46282,GRC46282,$5.34 ,1,$9.37 ,$9.37 ,$4.03 ,GRC,AP
2181,13,1134486,2/9/2022,12:43:59PM,40282R3,TLC40282R3,$2.40 ,1,$3.15 ,$3.15 ,$0.75 ,TLC,A
2181,13,1134486,2/9/2022,12:43:59PM,380025A,FMC380025A,$22.14 ,1,$33.90 ,$33.90 ,$11.76 ,FMC,A
3195,74,1137482,2/28/2022,02:07:44PM,AW46P,LCSAW46P,$31.61 ,1,$47.53 ,$47.53 ,$15.92 ,LCS,A
D4838,97,620315,2/15/2022,09:43:33AM,M12-127591,MACM12-127591,$13.56 ,1,$23.66 ,$23.66 ,$10.10 ,MAC,A
D4838,97,620315,2/15/2022,09:43:33AM,45010,AFF45010,$25.17 ,1,$37.93 ,$37.93 ,$12.76 ,AFF,AP
D1013,97,619045,2/3/2022,11:18:22AM,M-465,GRKM-465,$49.08 ,1,$65.00 ,$65.00 ,$15.92 ,GRK,AP
D955-1,69,619341,2/7/2022,01:35:49PM,S-B066,SASS-B066,$14.87 ,1,$24.47 ,$24.47 ,$9.60 ,SAS,AP
1358,15,1134474,2/9/2022,09:51:19AM,G20995-0420X,GATG20995-0420X,$12.33 ,16,$22.68 ,$362.88 ,$165.60 ,GAT,AP
D955-1,69,619341,2/7/2022,01:35:49PM,CP170X,MERCP170X,$8.88 ,2,$13.47 ,$26.94 ,$9.18 ,MER,AP
1358,15,1134474,2/9/2022,09:51:19AM,70833,GAT70833,$19.76 ,27,$37.08 ,"1,001.16",$467.64 ,GAT,AP
D955-1,69,619341,2/7/2022,01:35:49PM,331214,EXC331214,$3.50 ,1,$6.37 ,$6.37 ,$2.87 ,EXC,AP
1358,15,1134474,2/9/2022,09:51:19AM,G20170-2020X,GATG20170-2020X,$21.28 ,8,$40.26 ,$322.08 ,$151.84 ,GAT,AP
1028,13,1135960,2/18/2022,04:16:42PM,551771,JWS0551771,$173.97 ,2,$229.64 ,$459.28 ,$111.34 ,JWS,AP
D4130,97,620129,2/12/2022,10:14:30AM,S2022A,GTAS2022A,$13.30 ,2,$20.24 ,$40.48 ,$13.88 ,GTA,AP
2132,6,1133579,2/3/2022,01:42:18PM,562.U3105SS-,ATM562.U3105SS-T,$8.79 ,2,$13.10 ,$26.20 ,$8.62 ,ATM,AP
D4130,97,620129,2/12/2022,10:14:30AM,9018-2,GTA9018-2,$0.53 ,3,$0.83 ,$2.49 ,$0.90 ,GTA,A
D4130,97,620129,2/12/2022,10:14:30AM,SET413,TIMSET413,$25.92 ,1,$37.03 ,$37.03 ,$11.11 ,TIM,AP
D4130,97,620129,2/12/2022,10:14:30AM,10088,LUC10088,$4.86 ,1,$7.21 ,$7.21 ,$2.35 ,LUC,AP
D4130,97,620129,2/12/2022,10:14:30AM,10080656,CMT10080656,$32.88 ,2,$46.21 ,$92.42 ,$26.66 ,CMT,AP
D4130,97,620129,2/12/2022,10:14:30AM,SET414,TIMSET414,$41.06 ,1,$55.75 ,$55.75 ,$14.69 ,TIM,AP
2132,6,1133579,2/3/2022,01:42:18PM,2352-20,MLW2352-20,$34.21 ,1,$52.79 ,$52.79 ,$18.58 ,MLW,AP
D4130,97,620129,2/12/2022,10:14:30AM,MRK4515QH20V,MERMRK4515QH20V,$26.77 ,2,$36.14 ,$72.28 ,$18.74 ,MER,AEP
7590,88,1133036,2/1/2022,10:34:36AM,17023,VEL017023,$1.07 ,2,$1.90 ,$3.80 ,$1.66 ,VEL,AP
7590,88,1133036,2/1/2022,10:34:36AM,37467,LOC37467,$3.00 ,2,$4.79 ,$9.58 ,$3.58 ,LOC,AP
3304,15,1137474,2/28/2022,01:50:02PM,MYSJT6-CART,LCSMYSJT6-CART,$2.70 ,1,$4.16 ,$4.16 ,$1.46 ,LCS,AP
D4200,95,620898,2/18/2022,01:51:43PM,10287,LUC10287,$11.87 ,1,$14.25 ,$14.25 ,$2.38 ,LUC,AP
7590,88,1133036,2/1/2022,10:34:36AM,8090P,LCS8090P,$49.99 ,1,$76.91 ,$76.91 ,$26.92 ,LCS,AP
D5400,69,621590,2/24/2022,06:42:29AM,57037,WIX57037,$13.67 ,8,$12.31 ,$98.48 ,($10.88),WIX,A
3692-1,101,1137083,2/25/2022,02:53:49PM,10289,LUC10289,$576.80 ,2,$692.19 ,"1,384.38",$230.78 ,LUC,AP
3562,16,621616,2/24/2022,02:09:12PM,5018485X,MID5018485X,$319.38 ,-1,$425.00 ,($425.00),($105.62),MID,AEW
D4634,87,619663,2/9/2022,08:49:21AM,47691,SKF47691,$31.65 ,1,$42.20 ,$42.20 ,$10.55 ,SKF,AP
2586-1,13,1135451,2/16/2022,,T20243,SPOT20243,$2.85 ,1,$4.27 ,$4.27 ,$1.42 ,SPO,APQT
2586-1,13,1135451,2/16/2022,,RE64079,SPORE64079,$719.61 ,1,$971.47 ,$971.47 ,$251.86 ,SPO,APQT
3401,88,1136988,2/24/2022,01:03:54PM,562.U3105SS-,ATM562.U3105SS-T,$8.87 ,1,$12.92 ,$12.92 ,$4.05 ,ATM,AP
3401,88,1136988,2/24/2022,01:03:54PM,M-465,GRKM-465,$49.08 ,1,$90.99 ,$90.99 ,$41.91 ,GRK,AP
D0148,97,619186,2/4/2022,10:46:15AM,46664,WIX46664,$39.53 ,1,$53.51 ,$53.51 ,$13.98 ,WIX,A
5860,54,1137284,2/26/2022,09:28:58AM,10002,LUC10002,$17.85 ,1,$26.87 ,$26.87 ,$9.02 ,LUC,AP
D0148,97,619186,2/4/2022,10:46:15AM,EZ-4SS,GRKEZ-4SS,$6.86 ,2,$11.25 ,$22.50 ,$8.78 ,GRK,AP
5860,54,1137284,2/26/2022,09:28:58AM,16002,VEL016002,$2.04 ,1,$4.43 ,$4.43 ,$2.39 ,VEL,A
D0148,97,619186,2/4/2022,10:46:15AM,33005,WIX33005,$13.38 ,2,$17.89 ,$35.78 ,$9.02 ,WIX,A
5860,54,1137284,2/26/2022,09:28:58AM,16144,VEL016144,$1.50 ,1,$3.28 ,$3.28 ,$1.78 ,VEL,A
D0148,97,619186,2/4/2022,10:46:15AM,10042,LUC10042,$4.90 ,2,$6.65 ,$13.30 ,$3.50 ,LUC,AP
5860,54,1137284,2/26/2022,09:28:58AM,901-5205CD,DOR901-5205CD,$18.40 ,1,$30.11 ,$30.11 ,$11.71 ,DOR,A
D0148,97,619186,2/4/2022,10:46:15AM,24071MP,WIX24071MP,$8.85 ,1,$11.37 ,$11.37 ,$2.52 ,WIX,A
5860,54,1137284,2/26/2022,09:28:58AM,47253,GRC47253,$8.61 ,4,$13.26 ,$53.04 ,$18.60 ,GRC,AP
5860,54,1137284,2/26/2022,09:28:58AM,MYS15W50-G,LCSMYS15W50-G,$16.05 ,15,$19.67 ,$295.05 ,$54.30 ,LCS,A
5860,54,1137284,2/26/2022,09:28:58AM,16164,VEL016164,$2.42 ,2,$5.00 ,$10.00 ,$5.16 ,VEL,A
D0148,97,619186,2/4/2022,10:46:15AM,MW2-G,HUNMW2-G,$6.07 ,1,$10.94 ,$10.94 ,$4.87 ,HUN,A
D0148,97,619186,2/4/2022,10:46:15AM,MER0164,MERMER0164,$28.30 ,1,$44.48 ,$44.48 ,$16.18 ,MER,A
5860,54,1137284,2/26/2022,09:28:58AM,8907K1011,SPO8907K1011,$34.45 ,1,$50.00 ,$50.00 ,$15.55 ,SPO,APQT
D0148,97,619186,2/4/2022,10:46:15AM,MAX5-P,HUNMAX5-P,$25.12 ,1,$36.85 ,$36.85 ,$11.73 ,HUN,AP
5860,54,1137284,2/26/2022,09:28:58AM,2673,TLC2673,$6.88 ,2,$11.80 ,$23.60 ,$9.84 ,TLC,A
9741-1,47,1136853,2/24/2022,07:08:23AM,610-0006,STM610-0006,$9.14 ,-1,$14.53 ,($14.53),($5.39),STM,A
1677,85,1136131,2/19/2022,11:07:12AM,33579,GAT33579,$15.30 ,1,$27.02 ,$27.02 ,$11.72 ,GAT,A
1677,85,1136131,2/19/2022,11:07:12AM,492001,LOC492001,$2.97 ,1,$6.26 ,$6.26 ,$3.29 ,LOC,A
9741-1,47,1136853,2/24/2022,07:08:23AM,E-10254-L,EUCE-10254-L,$3.85 ,-2,$5.79 ,($11.58),($3.88),EUC,A
1711,74,1135990,2/18/2022,08:44:59AM,51791MP,WIX51791MP,$9.13 ,2,$15.10 ,$30.20 ,$11.94 ,WIX,A
1711,74,1135990,2/18/2022,08:44:59AM,51791MP,WIX51791MP,$9.13 ,2,$15.10 ,$30.20 ,$11.94 ,WIX,A
1711,74,1135990,2/18/2022,08:44:59AM,33588,WIX33588,$11.04 ,1,$18.18 ,$18.18 ,$7.14 ,WIX,A
1711,74,1135990,2/18/2022,08:44:59AM,45128,SHL45128,$63.95 ,4,$96.45 ,$385.80 ,$130.00 ,SHL,A
1711,74,1135990,2/18/2022,08:44:59AM,47697,SKF47697,$29.68 ,1,$40.69 ,$40.69 ,$11.01 ,SKF,AP
1711,74,1135990,2/18/2022,08:44:59AM,57117,WIX57117,$15.22 ,1,$26.62 ,$26.62 ,$11.40 ,WIX,A
1711,74,1135990,2/18/2022,08:44:59AM,33587,WIX33587,$13.29 ,1,$22.12 ,$22.12 ,$8.83 ,WIX,A
1711,74,1135990,2/18/2022,08:44:59AM,33587,WIX33587,$13.29 ,1,$22.12 ,$22.12 ,$8.83 ,WIX,A
5866,85,1133652,2/3/2022,,51522,WIX51522,$4.89 ,12,$4.39 ,$52.68 ,($6.00),WIX,A
3171,97,621173,2/22/2022,,ER85910,EXCER85910,$14.47 ,1,$23.76 ,$23.76 ,$9.29 ,EXC,A
D3100,69,621052,2/21/2022,09:52:27AM,SA22102,GTASA22102,$43.72 ,3,$60.00 ,$180.00 ,$48.84 ,GTA,AP
D6670,!WEB,620821,2/18/2022,04:19:54PM,G25100-0812,GATG25100-0812,$6.27 ,1,$8.84 ,$8.84 ,$2.57 ,GAT,A
1527,111,1137296,2/26/2022,10:04:23AM,33050R3,TLC33050R3,$5.95 ,1,$9.78 ,$9.78 ,$3.83 ,TLC,A
D6388,97,618892,2/2/2022,11:35:02AM,577.46604,ATM577.46604,$4.44 ,1,$8.62 ,$8.62 ,$4.18 ,ATM,A
D0148,123,620945,2/19/2022,08:20:54AM,16144,VEL016144,$1.50 ,1,$3.28 ,$3.28 ,$1.78 ,VEL,A
D0148,123,620945,2/19/2022,08:20:54AM,60152-0202,AGA60152-0202,$0.64 ,1,$2.87 ,$2.87 ,$2.23 ,AGA,A
D6670,!WEB,620821,2/18/2022,04:19:54PM,G25100-0808X,GATG25100-0808X,$4.06 ,4,$5.39 ,$21.56 ,$5.32 ,GAT,A
D6388,97,618892,2/2/2022,11:35:02AM,37396,LOC37396,$6.97 ,1,$12.08 ,$12.08 ,$5.11 ,LOC,A
D0148,123,620945,2/19/2022,08:20:54AM,16142,VEL016142,$1.47 ,1,$3.52 ,$3.52 ,$2.05 ,VEL,AP
D3500,16,620243,2/14/2022,,EIH-1992,PAIEIH-1992,$9.32 ,1,$15.40 ,$15.40 ,$6.08 ,PAI,A
D3410,95,619464,2/7/2022,04:03:29PM,E-6034,EUCE-6034,$2.02 ,6,$3.42 ,$20.52 ,$8.40 ,EUC,A
D3410,95,619464,2/7/2022,04:03:29PM,E-6000A,EUCE-6000A,$1.06 ,6,$1.92 ,$11.52 ,$5.16 ,EUC,A
D1480,13,1136705,2/23/2022,,G20995-0410,GATG20995-0410,$4.72 ,,$6.81 ,,,GAT,A
D1480,13,1136705,2/23/2022,,G20230-1010,GATG20230-1010,$16.16 ,2,$23.58 ,$47.16 ,$14.84 ,GAT,A
D4628-1,97,618782,2/1/2022,03:44:09PM,10147,LUC10147,$144.43 ,1,$191.10 ,$191.10 ,$46.67 ,LUC,AP
1401-1,46,1136755,2/23/2022,,K081065HD,GATK081065HD,$35.89 ,,$52.00 ,,,GAT,AP
1401-1,46,1136755,2/23/2022,,K120866HD,GATK120866HD,$54.87 ,,$77.77 ,,,GAT,AP
585-1,54,1136668,2/23/2022,03:55:03PM,90K-38523HDA,GAT90K-38523HDA,$73.56 ,1,$117.20 ,$117.20 ,$43.64 ,GAT,A
D1224-1,97,620012,2/11/2022,11:01:54AM,70348,GAT70348,$3.22 ,100,$4.19 ,$419.00 ,$97.00 ,GAT,A
148,4,1134368,2/9/2022,02:48:06PM,51799MP,WIX51799MP,$20.04 ,2,$22.02 ,$44.04 ,$3.96 ,WIX,A
D9535-1,69,619182,2/4/2022,,51568,WIX51568,$7.18 ,1,$7.17 ,$7.17 ,($0.01),WIX,A
9597-1,6,1134566,2/10/2022,08:35:18AM,441017,SLN441017,$2.84 ,6,$5.11 ,$30.66 ,$13.62 ,SLN,AP
3904,6,1134051,2/7/2022,04:51:21PM,FCA-0585,PAIFCA-0585,$44.21 ,1,$64.10 ,$64.10 ,$19.89 ,PAI,AP
3904,6,1134051,2/7/2022,04:51:21PM,MTM-0590,PAIMTM-0590,$69.62 ,1,$105.97 ,$105.97 ,$36.35 ,PAI,AP
3904,6,1134051,2/7/2022,04:51:21PM,FPM-0581,PAIFPM-0581,$131.59 ,1,$184.23 ,$184.23 ,$52.64 ,PAI,AP
5860,88,1133076,2/1/2022,12:03:59PM,20450,CNC20450,$8.60 ,2,$13.72 ,$27.44 ,$10.24 ,CNC,AP
5860,88,1133076,2/1/2022,12:03:59PM,54SN,KLR54SN,$0.50 ,25,$1.50 ,$37.50 ,$25.00 ,KLR,AP
5860,88,1133076,2/1/2022,12:03:59PM,461,ORN461,$13.09 ,5,$21.14 ,$105.70 ,$40.25 ,ORN,AP
5860,88,1133076,2/1/2022,12:03:59PM,79292,JSP79292,$11.69 ,2,$21.04 ,$42.08 ,$18.70 ,JSP,AP
5860,88,1133076,2/1/2022,12:03:59PM,466422,KDE466422,$24.90 ,5,$37.96 ,$189.80 ,$65.30 ,KDE,AP
5860,88,1133076,2/1/2022,12:03:59PM,400FSC2,KLR400FSC2,$0.31 ,25,$0.86 ,$21.50 ,$13.75 ,KLR,AP
3980-1,6,1134556,2/10/2022,09:27:09AM,FG-FF63054NN,MISFG-FF63054NN,$25.93 ,-1,$36.86 ,($36.86),($10.93),MIS,A
3980-1,6,1134556,2/10/2022,09:27:09AM,57182MP,WIX57182MP,$9.28 ,-1,$10.09 ,($10.09),($0.81),WIX,A
D4645,95,620320,2/15/2022,02:59:11PM,DEF-55G,LCSDEF-55G,$156.08 ,2,$195.00 ,$390.00 ,$77.84 ,LCS,AP
4450,6,1137012,2/24/2022,02:27:08PM,PBB16-PB-DS,CVLPBB16-PB-DS,$5.22 ,12,$7.74 ,$92.88 ,$30.24 ,CVL,AP
4450,6,1137012,2/24/2022,02:27:08PM,20450,CNC20450,$8.60 ,3,$13.72 ,$41.16 ,$15.36 ,CNC,AP
D5954,129,620275,2/14/2022,05:15:31PM,105,JOE105,$2.73 ,2,$3.61 ,$7.22 ,$1.76 ,JOE,AP
D5954,129,620275,2/14/2022,05:15:31PM,WT3678,INNWT3678,$14.88 ,1,$20.95 ,$20.95 ,$6.07 ,INN,AP
1060-1,4,1135000,2/14/2022,02:58:04PM,M09300RCL,MAXM09300RCL,$10.99 ,3,$15.94 ,$47.82 ,$14.85 ,MAX,APQT
D5954,129,620275,2/14/2022,05:15:31PM,HA2508,INNHA2508,$18.47 ,1,$24.53 ,$24.53 ,$6.06 ,INN,AP
D5954,129,620275,2/14/2022,05:15:31PM,BU1-Q,HUNBU1-Q,$3.04 ,1,$4.96 ,$4.96 ,$1.92 ,HUN,AP
5860,74,1137154,2/25/2022,10:26:34AM,FW700C-R,SFTFW700C-R,$4.17 ,4,$6.32 ,$25.28 ,$8.60 ,SFT,AP
5860,74,1137154,2/25/2022,10:26:34AM,77913,GRC77913,$38.10 ,1,$51.45 ,$51.45 ,$13.35 ,GRC,AP
1477,74,1134038,2/7/2022,03:06:37PM,90-01-4513N,WIL90-01-4513N,$161.18 ,1,$324.76 ,$324.76 ,$163.58 ,WIL,AP
564-1,4,1135685,2/17/2022,08:33:14AM,ERK-8015-001,PAIERK-8015-001,"$1,278.21 ",1,"$1,469.94 ","1,469.94",$191.73 ,PAI,A
D2205,129,618824,2/2/2022,08:42:44AM,51253,WIX51253,$11.23 ,2,$14.34 ,$28.68 ,$6.22 ,WIX,A
D6704,69,620701,2/17/2022,11:07:42AM,421155,SLN421155,$83.97 ,1,$113.14 ,$113.14 ,$29.17 ,SLN,AP
D6704,69,620701,2/17/2022,11:07:42AM,MRK4709E2H23,MERMRK4709E2H23V,$31.04 ,4,$39.95 ,$159.80 ,$35.64 ,MER,AP
D2468,123,618648,2/1/2022,05:05:28PM,160-7271,SPO160-7271,$36.04 ,0,$54.06 ,,,SPO,APQT
D2468,123,618648,2/1/2022,05:05:28PM,1061793,SPO1061793,$9.23 ,1,$13.84 ,$13.84 ,$4.61 ,SPO,APQT
D2468,123,618648,2/1/2022,05:05:28PM,209-3569,SPO209-3569,$252.80 ,0,$319.00 ,,,SPO,APQT
D2468,123,618648,2/1/2022,05:05:28PM,238-5078,SPO238-5078,$2.93 ,0,$4.39 ,,,SPO,APQT
