SALES HISTORY LOAD FILE 3,,,,,,,,,,,,,
05/01/2022 02:54:13PM,,,,,,,,,,,,,
Ship To,Counterman,Invoice Number,INVOICE DATE,ENTRY TIME,Part Number,Part Number With Vendor,Unit Cost,Qty Ship,Unit Sell Price,Extended Part Price,Extended Part Profit,VND,Options
D711,97,629428,4/29/2022,04:43:41PM,E-9649,EUCE-9649,$22.79 ,1,$44.91 ,$44.91 ,$22.12 ,EUC,A
D711,97,629428,4/29/2022,04:43:41PM,B8745,GTAB8745,$5.58 ,1,$10.50 ,$10.50 ,$4.92 ,GTA,A
9000,85,11541,4/11/2022,02:10:19PM,ED3702AC,ECCED3702AC,$52.60 ,6,$83.06 ,$498.36 ,$182.76 ,ECC,AP
3731,129,628616,4/23/2022,11:29:38AM,555352,LOC555352,$8.97 ,1,$13.54 ,$13.54 ,$4.57 ,LOC,AP
D9840-1,69,626872,4/9/2022,11:02:26AM,K080635,GATK080635,$19.56 ,1,$33.39 ,$33.39 ,$13.83 ,GAT,AF
3731,129,628616,4/23/2022,11:29:38AM,631282,EXC631282,$20.60 ,1,$31.07 ,$31.07 ,$10.47 ,EXC,AP
D6400-1,123,626446,4/6/2022,11:54:32AM,60770-0604,AGA60770-0604,$1.12 ,1,$3.77 ,$3.77 ,$2.65 ,AGA,A
D8275-1,95,626485,4/6/2022,02:01:50PM,60702-0006,AGA60702-0006,$1.04 ,2,$3.47 ,$6.94 ,$4.86 ,AGA,A
D6400-1,123,626446,4/6/2022,11:54:32AM,X5500-40CUT,FFBX5500-40CUT,$1.21 ,10,$2.66 ,$26.60 ,$14.50 ,FFB,AP
D6400-1,123,626446,4/6/2022,11:54:32AM,60401-0006,AGA60401-0006,$0.52 ,2,$2.15 ,$4.30 ,$3.26 ,AGA,A
D8275-1,95,626485,4/6/2022,02:01:50PM,60702-0012,AGA60702-0012,$1.69 ,2,$4.46 ,$8.92 ,$5.54 ,AGA,A
D8275-1,95,626485,4/6/2022,02:01:50PM,60702-0008,AGA60702-0008,$1.17 ,2,$3.88 ,$7.76 ,$5.42 ,AGA,A
D6400-1,123,626446,4/6/2022,11:54:32AM,680306,EXC680306,$33.68 ,1,$45.05 ,$45.05 ,$11.37 ,EXC,AP
D6400-1,123,626446,4/6/2022,11:54:32AM,60301-1612,AGA60301-1612,$3.24 ,1,$7.74 ,$7.74 ,$4.50 ,AGA,A
D6400-1,123,626446,4/6/2022,11:54:32AM,60402-0005,AGA60402-0005,$0.50 ,1,$2.18 ,$2.18 ,$1.68 ,AGA,A
D8275-1,95,626485,4/6/2022,02:01:50PM,60702-0016,AGA60702-0016,$2.90 ,2,$7.97 ,$15.94 ,$10.14 ,AGA,A
D8275-1,95,626485,4/6/2022,02:01:50PM,60702-0004,AGA60702-0004,$0.74 ,2,$2.58 ,$5.16 ,$3.68 ,AGA,A
D3100,69,627461,4/14/2022,,43362,GRC43362,$4.10 ,2,$6.01 ,$12.02 ,$3.82 ,GRC,AP
5866,85,1145697,4/19/2022,,49314,WIX49314,$23.55 ,,$23.53 ,,,WIX,AP
5866,85,1145697,4/19/2022,,33615,WIX33615,$60.56 ,,$57.09 ,,,WIX,AP
5866,85,1145697,4/19/2022,,46930,WIX46930,$21.26 ,18,$22.07 ,$397.26 ,$14.58 ,WIX,AP
D9654,97,626467,4/6/2022,12:54:04PM,16864,VEL016864,$1.08 ,1,$3.10 ,$3.10 ,$2.02 ,VEL,A
D9654,97,626467,4/6/2022,12:54:04PM,AB1DF23H-P11,ATMAB1DF23H-P1153,$80.91 ,1,$127.44 ,$127.44 ,$46.53 ,ATM,A
D2435-1,87,628818,4/26/2022,05:27:46PM,G25170-1212X,GATG25170-1212X,$9.64 ,4,$15.12 ,$60.48 ,$21.92 ,GAT,A
D2435-1,87,628818,4/26/2022,05:27:46PM,G25170-0808X,GATG25170-0808X,$5.81 ,5,$9.04 ,$45.20 ,$16.15 ,GAT,A
5860,15,1145711,4/19/2022,12:32:32PM,562.U3105SS-,ATM562.U3105SS-T,$8.91 ,1,$13.10 ,$13.10 ,$4.19 ,ATM,AP
5860,15,1145711,4/19/2022,12:32:32PM,FL-17094-030,GRKFL-17094-030,$82.07 ,1,$119.69 ,$119.69 ,$37.62 ,GRK,AP
D1431,127,628888,4/26/2022,02:17:31PM,3131421,MER3131421,$6.25 ,-5,$17.62 ,($88.10),($56.85),MER,A
D1431,127,628888,4/26/2022,02:17:31PM,3142700,MER3142700,$42.01 ,-4,$60.07 ,($240.28),($72.24),MER,A
D1431,127,628888,4/26/2022,02:17:31PM,3131703,MER3131703,$33.49 ,-4,$50.24 ,($200.96),($67.00),MER,A
3846,130,629290,4/29/2022,08:40:09AM,54400,SEL54400,$1.65 ,1,$4.80 ,$4.80 ,$3.15 ,SEL,A
3846,130,629290,4/29/2022,08:40:09AM,41810,SHL41810,$7.54 ,6,$12.56 ,$75.36 ,$30.12 ,SHL,A
3846,130,629290,4/29/2022,08:40:09AM,SPW50,CVLSPW50,$2.40 ,1,$4.55 ,$4.55 ,$2.15 ,CVL,A
3846,130,629290,4/29/2022,08:40:09AM,575.1023,ATM575.1023,$144.06 ,1,$199.95 ,$199.95 ,$55.89 ,ATM,AP
146,6,1144570,4/12/2022,09:53:59AM,84-4001,GRC84-4001,$3.48 ,2,$5.28 ,$10.56 ,$3.60 ,GRC,A
146,6,1144570,4/12/2022,09:53:59AM,84-4005,GRC84-4005,$2.62 ,2,$3.58 ,$7.16 ,$1.92 ,GRC,A
146,6,1144570,4/12/2022,09:53:59AM,84-4000,GRC84-4000,$2.82 ,2,$4.06 ,$8.12 ,$2.48 ,GRC,A
146,6,1144570,4/12/2022,09:53:59AM,84-4002,GRC84-4002,$4.15 ,1,$5.68 ,$5.68 ,$1.53 ,GRC,A
146,6,1144570,4/12/2022,09:53:59AM,84-4006,GRC84-4006,$2.70 ,2,$3.65 ,$7.30 ,$1.90 ,GRC,A
146,6,1144570,4/12/2022,09:53:59AM,84-6101,GRC84-6101,$5.65 ,2,$8.11 ,$16.22 ,$4.92 ,GRC,A
146,6,1144570,4/12/2022,09:53:59AM,84-6105,GRC84-6105,$3.84 ,2,$5.68 ,$11.36 ,$3.68 ,GRC,A
146,6,1144570,4/12/2022,09:53:59AM,84-6100,GRC84-6100,$4.68 ,1,$6.33 ,$6.33 ,$1.65 ,GRC,A
146,6,1144570,4/12/2022,09:53:59AM,84-6106,GRC84-6106,$3.77 ,1,$5.28 ,$5.28 ,$1.51 ,GRC,A
4804,6,1144493,4/12/2022,07:49:51AM,BT31S1000,ELCBT31S1000,$78.61 ,4,$111.34 ,$445.36 ,$130.92 ,ELC,A
D1922,129,628436,4/22/2022,04:11:57PM,5124MSB,SPO5124MSB,$89.63 ,2,$107.25 ,$214.50 ,$35.24 ,SPO,APQT
5860,88,1145520,4/18/2022,04:47:34PM,16640,VEL016640,$1.80 ,5,$3.12 ,$15.60 ,$6.60 ,VEL,AP
5860,88,1145520,4/18/2022,04:47:34PM,83-7000,GRC83-7000,$2.90 ,1,$4.31 ,$4.31 ,$1.41 ,GRC,AP
1495,95,628512,4/22/2022,11:00:11AM,2803-22,MLW2803-22,$253.33 ,1,$289.00 ,$289.00 ,$35.67 ,MLW,AP
1495,95,628512,4/22/2022,11:00:11AM,38633,GAT38633,$99.54 ,1,$141.06 ,$141.06 ,$41.52 ,GAT,AP
1495,95,628512,4/22/2022,11:00:11AM,801131E,PAI801131E,$78.34 ,1,$126.04 ,$126.04 ,$47.70 ,PAI,A
D3100,4,1144462,4/11/2022,09:12:11AM,148072,VEL148072,$8.85 ,2,$14.64 ,$29.28 ,$11.58 ,VEL,A
1495,95,628512,4/22/2022,11:00:11AM,491982,LOC491982,$3.11 ,2,$6.66 ,$13.32 ,$7.10 ,LOC,A
1495,95,628512,4/22/2022,11:00:11AM,2680-20,MLW2680-20,$105.69 ,0,$0.00 ,,,MLW,AP
5860,64,1146156,4/21/2022,12:46:51PM,562.9002,ATM562.9002,$74.50 ,1,$109.52 ,$109.52 ,$35.02 ,ATM,AP
D1922,69,628807,4/26/2022,09:40:58AM,G25120-0608,GATG25120-0608,$6.31 ,2,$8.60 ,$17.20 ,$4.58 ,GAT,A
D1922,69,628807,4/26/2022,09:40:58AM,SET413,TIMSET413,$27.67 ,3,$32.77 ,$98.31 ,$15.30 ,TIM,AP
D1922,69,628807,4/26/2022,09:40:58AM,SC30LCW,MIDSC30LCW,$36.86 ,2,$46.08 ,$92.16 ,$18.44 ,MID,AP
D1922,69,628807,4/26/2022,09:40:58AM,452-8864,DAY452-8864,$84.73 ,2,$106.80 ,$213.60 ,$44.14 ,DAY,AP
D1922,69,628807,4/26/2022,09:40:58AM,370003A,FMC370003A,$25.23 ,4,$30.53 ,$122.12 ,$21.20 ,FMC,AP
D1922,69,628807,4/26/2022,09:40:58AM,370001A,FMC370001A,$19.49 ,4,$22.25 ,$89.00 ,$11.04 ,FMC,AP
D1922,69,628807,4/26/2022,09:40:58AM,1612,SKF1612,$16.19 ,2,$18.88 ,$37.76 ,$5.38 ,SKF,AP
D1922,69,628807,4/26/2022,09:40:58AM,G25165-0608,GATG25165-0608,$6.00 ,2,$8.06 ,$16.12 ,$4.12 ,GAT,A
D1922,69,628807,4/26/2022,09:40:58AM,SET403,TIMSET403,$40.27 ,4,$49.68 ,$198.72 ,$37.64 ,TIM,AP
5699-1,!WEB,1144300,4/11/2022,08:50:01AM,5541100,BYR5541100,$28.99 ,1,$50.01 ,$50.01 ,$21.02 ,BYR,A
5699-1,!WEB,1144300,4/11/2022,08:50:01AM,1510,TAC1510,$30.89 ,1,$47.82 ,$47.82 ,$16.93 ,TAC,A
2153,54,1147075,4/27/2022,09:38:41AM,46664,WIX46664,$31.80 ,1,$44.57 ,$44.57 ,$12.77 ,WIX,A
2153,54,1147075,4/27/2022,09:38:41AM,57215,WIX57215,$14.18 ,1,$14.71 ,$14.71 ,$0.53 ,WIX,A
2153,54,1147075,4/27/2022,09:38:41AM,46981,WIX46981,$14.06 ,1,$15.97 ,$15.97 ,$1.91 ,WIX,A
2153,54,1147075,4/27/2022,09:38:41AM,57140,WIX57140,$32.42 ,1,$31.92 ,$31.92 ,($0.50),WIX,A
2695,129,627279,4/13/2022,10:49:09AM,B10233T,BALB10233T,$311.11 ,1,$388.89 ,$388.89 ,$77.78 ,BAL,AP
9000,85,1143783,4/6/2022,10:38:19AM,904-7703,DOR904-7703,$0.00 ,1,$48.56 ,$48.56 ,$48.56 ,DOR,AP
D3533-1,129,628637,4/25/2022,08:49:49AM,573.GWB3,ATM573.GWB3,$13.16 ,1,$22.62 ,$22.62 ,$9.46 ,ATM,AP
D3533-1,129,628637,4/25/2022,08:49:49AM,8221,QEP8221,$6.50 ,4,$9.88 ,$39.52 ,$13.52 ,QEP,AP
D3533-1,129,628637,4/25/2022,08:49:49AM,46595,WIX46595,$32.59 ,1,$33.81 ,$33.81 ,$1.22 ,WIX,A
D3533-1,129,628637,4/25/2022,08:49:49AM,FW400C,SFTFW400C,$3.47 ,4,$4.67 ,$18.68 ,$4.80 ,SFT,AP
D3533-1,129,628637,4/25/2022,08:49:49AM,LL-245LW-A,QEPLL-245LW-A,$80.50 ,1,$98.17 ,$98.17 ,$17.67 ,QEP,AP
D3533-1,129,628637,4/25/2022,08:49:49AM,46607,WIX46607,$40.23 ,1,$42.49 ,$42.49 ,$2.26 ,WIX,A
D3533-1,129,628637,4/25/2022,08:49:49AM,83-6543,GRC83-6543,$55.23 ,1,$74.62 ,$74.62 ,$19.39 ,GRC,AP
D3533-1,129,628637,4/25/2022,08:49:49AM,325,MRT325,$76.91 ,1,$113.17 ,$113.17 ,$36.26 ,MRT,AP
D1075,16,626651,4/7/2022,02:14:42PM,1642,SKF1642,$16.10 ,1,$27.68 ,$27.68 ,$11.58 ,SKF,A
6402-1,74,1145446,4/18/2022,09:30:28AM,M46109,ATMM46109,$57.27 ,1,$90.20 ,$90.20 ,$32.93 ,ATM,APQT
D1075,16,626651,4/7/2022,02:14:42PM,10088,LUC10088,$5.06 ,2,$7.20 ,$14.40 ,$4.28 ,LUC,A
1394,64,1146617,4/25/2022,11:07:20AM,16110,VEL016110,$1.60 ,4,$2.76 ,$11.04 ,$4.64 ,VEL,AP
1394,64,1146617,4/25/2022,11:07:20AM,WF10564,WIXWF10564,$29.80 ,1,$40.85 ,$40.85 ,$11.05 ,WIX,AP
5866,85,1143133,4/1/2022,04:19:20PM,51553,WIX51553,$5.58 ,22,$6.15 ,$135.30 ,$12.54 ,WIX,AP
5866,85,1143133,4/1/2022,04:19:20PM,51553,WIX51553,$5.58 ,2,$6.15 ,$12.30 ,$1.14 ,WIX,APQT
6600,15,1143639,4/6/2022,08:34:04AM,M23311E,ATMM23311E,$15.59 ,1,$24.78 ,$24.78 ,$9.19 ,ATM,AP
2175-1,4,1143083,4/1/2022,03:27:12PM,59934QS,TAC59934QS,$235.06 ,4,$313.41 ,"1,253.64",$313.40 ,TAC,AP
4081-1,46,1144501,4/12/2022,08:10:12PM,BT31S1000,ELCBT31S1000,$78.61 ,1,$123.40 ,$123.40 ,$44.79 ,ELC,AEP
D4150,87,1145272,4/15/2022,03:44:36PM,4275,FJC4275,$54.79 ,1,$90.57 ,$90.57 ,$35.78 ,FJC,AP
1304,74,1145499,4/18/2022,03:22:28PM,BT31S1000,ELCBT31S1000,$78.61 ,2,$127.19 ,$254.38 ,$97.16 ,ELC,AE
1304,74,1145499,4/18/2022,03:22:28PM,56040,VEL056040,$0.75 ,1,$2.09 ,$2.09 ,$1.34 ,VEL,A
4176,6,1145551,4/19/2022,,X5500-48CUT,FFBX5500-48CUT,$1.19 ,12,$1.86 ,$22.32 ,$8.04 ,FFB,AP
1304,74,1145499,4/18/2022,03:22:28PM,56039,VEL056039,$0.77 ,1,$2.12 ,$2.12 ,$1.35 ,VEL,AP
1410-1,111,1145598,4/19/2022,08:47:36AM,KNKKK5-13/64,ISNKNKKK5-13/64,$3.09 ,0,$4.03 ,,,ISN,A
1410-1,111,1145598,4/19/2022,08:47:36AM,KNKKK5-3/8,ISNKNKKK5-3/8,$7.99 ,3,$10.40 ,$31.20 ,$7.23 ,ISN,A
1410-1,111,1145598,4/19/2022,08:47:36AM,DEF-2.5G,LCSDEF-2.5G,$8.28 ,25,$10.50 ,$262.50 ,$55.50 ,LCS,A
1410-1,111,1145598,4/19/2022,08:47:36AM,KNKKK5-17/64,ISNKNKKK5-17/64,$5.46 ,4,$6.55 ,$26.20 ,$4.36 ,ISN,A
1410-1,111,1145598,4/19/2022,08:47:36AM,KNKKK5-21/64,ISNKNKKK5-21/64,$8.05 ,4,$9.28 ,$37.12 ,$4.92 ,ISN,A
1410-1,111,1145598,4/19/2022,08:47:36AM,KNKKK5-15/64,ISNKNKKK5-15/64,$3.89 ,4,$5.04 ,$20.16 ,$4.60 ,ISN,A
1410-1,111,1145598,4/19/2022,08:47:36AM,KNKKK5-29/64,ISNKNKKK5-29/64,$8.33 ,2,$16.03 ,$32.06 ,$15.40 ,ISN,A
D711,95,626884,4/9/2022,11:41:53AM,60402-0006,AGA60402-0006,$0.55 ,7,$1.44 ,$10.08 ,$6.23 ,AGA,A
D711,129,627752,4/16/2022,08:34:01AM,A24A10E,WIXA24A10E,$75.49 ,1,$119.24 ,$119.24 ,$43.75 ,WIX,A
D7150,!WEB,627878,4/18/2022,10:29:55AM,49332,GRC49332,$9.42 ,5,$13.47 ,$67.35 ,$20.25 ,GRC,A
D8245,95,627958,4/19/2022,,WF10383,WIXWF10383,$25.12 ,1,$32.71 ,$32.71 ,$7.59 ,WIX,A
3245-1,129,629212,4/28/2022,01:15:10PM,45126,SHL45126,$15.30 ,12,$19.92 ,$239.04 ,$55.44 ,SHL,A
705-1,4,1145156,4/15/2022,05:21:30PM,XK23014711QP,MERXK23014711QP,$74.95 ,2,$97.45 ,$194.90 ,$45.00 ,MER,AY
705-1,4,1145156,4/15/2022,05:21:30PM,XK23014711QP,MERXK23014711QP,$74.95 ,2,$97.45 ,$194.90 ,$45.00 ,MER,A
1686,64,1143667,4/6/2022,09:25:06AM,10061,LUC10061,$41.90 ,2,$96.38 ,$192.76 ,$108.96 ,LUC,AP
1686,64,1143667,4/6/2022,09:25:06AM,54400,SEL54400,$1.39 ,1,$3.88 ,$3.88 ,$2.49 ,SEL,AP
1686,64,1143667,4/6/2022,09:25:06AM,PRX82194,CVLPRX82194,$3.95 ,2,$5.53 ,$11.06 ,$3.16 ,CVL,AP
5860,88,1144345,4/11/2022,10:43:07AM,82-1034,GRC82-1034,$1.14 ,2,$2.90 ,$5.80 ,$3.52 ,GRC,A
5860,88,1144345,4/11/2022,10:43:07AM,83-6507,GRC83-6507,$9.30 ,1,$15.82 ,$15.82 ,$6.52 ,GRC,A
D711,123,628100,4/20/2022,08:30:57AM,148028,VEL148028,$5.99 ,1,$11.57 ,$11.57 ,$5.58 ,VEL,A
5866,85,1143585,4/5/2022,11:48:57AM,57204,WIX57204,$4.89 ,6,$4.70 ,$28.20 ,($1.14),WIX,A
D2468,69,628649,4/25/2022,08:52:24AM,91-01-4759N,WIL91-01-4759N,$246.42 ,1,$329.50 ,$329.50 ,$83.08 ,WIL,AP
1879,15,1146511,4/23/2022,11:49:35AM,41812,SHL41812,$10.75 ,3,$15.77 ,$47.31 ,$15.06 ,SHL,A
D6388,129,626949,4/11/2022,10:57:32AM,PBB16-PB-DS,CVLPBB16-PB-DS,$5.42 ,1,$8.30 ,$8.30 ,$2.88 ,CVL,AP
5866,85,1147182,4/27/2022,11:32:09AM,51521,WIX51521,$5.12 ,11,$6.05 ,$66.55 ,$10.23 ,WIX,AP
7930,46,1147144,4/27/2022,,G25239-0606,GATG25239-0606,$13.22 ,,$19.15 ,,,GAT,AP
5866,85,1147182,4/27/2022,11:32:09AM,33390,WIX33390,$7.19 ,12,$6.07 ,$72.84 ,($13.44),WIX,AP
7930,46,1147144,4/27/2022,,MAX55-DRUM,HUNMAX55-DRUM,$208.87 ,1,$333.08 ,$333.08 ,$124.21 ,HUN,AP
5866,85,1147182,4/27/2022,11:32:09AM,33031,WIX33031,$3.39 ,12,$3.29 ,$39.48 ,($1.20),WIX,AP
5866,85,1147182,4/27/2022,11:32:09AM,46438,WIX46438,$17.29 ,0,$17.27 ,,,WIX,AP
7930,46,1147144,4/27/2022,,G25235-0808,GATG25235-0808,$17.77 ,,$25.83 ,,,GAT,AP
5866,85,1147182,4/27/2022,11:32:09AM,42985,WIX42985,$14.14 ,0,$15.44 ,,,WIX,AP
5866,85,1147182,4/27/2022,11:32:09AM,33472,WIX33472,$10.34 ,0,$10.33 ,,,WIX,AP
5866,85,1147182,4/27/2022,11:32:09AM,WA10406,WIXWA10406,$15.83 ,0,$15.95 ,,,WIX,AP
7930,46,1147144,4/27/2022,,G25235-0606,GATG25235-0606,$14.59 ,,$21.14 ,,,GAT,AP
5866,85,1147182,4/27/2022,11:32:09AM,51344,WIX51344,$6.71 ,7,$6.70 ,$46.90 ,($0.07),WIX,AP
520-1,6,1143057,4/1/2022,,27492,GAT27492,$52.81 ,1,$78.31 ,$78.31 ,$25.50 ,GAT,AP
D1480,13,1144749,4/13/2022,05:00:59PM,XK23014719E,MERXK23014719E,$86.89 ,2,$113.39 ,$226.78 ,$53.00 ,MER,AP
520-1,6,1143057,4/1/2022,,H5062,GECH5062,$0.00 ,0,$7.13 ,,,GEC,A
D4450,95,628359,4/21/2022,,11BC073E,RBI11BC073E,$72.09 ,,$95.00 ,,,RBI,AP
D4450,95,628359,4/21/2022,,NC3080,MISNC3080,$4.06 ,1,$5.80 ,$5.80 ,$1.74 ,MIS,AP
D4450,95,628359,4/21/2022,,11BC068E,RBI11BC068E,$66.30 ,,$85.00 ,,,RBI,AP
3470-1,13,1147615,4/29/2022,,MFXMF300L,ISNMFXMF300L,$14.00 ,10,$22.91 ,$229.10 ,$89.10 ,ISN,A
2293,54,1146066,4/21/2022,02:22:35PM,PBB16-PB-DS,CVLPBB16-PB-DS,$5.42 ,12,$8.02 ,$96.24 ,$31.20 ,CVL,AP
2293,54,1146066,4/21/2022,02:22:35PM,STKKCH1G,ISNSTKKCH1G,$37.43 ,1,$56.14 ,$56.14 ,$18.71 ,ISN,AP
2293,54,1146066,4/21/2022,02:22:35PM,20450,CNC20450,$8.60 ,2,$13.72 ,$27.44 ,$10.24 ,CNC,AP
9664,64,1143696,4/6/2022,09:50:36AM,82-2100,GRC82-2100,$2.82 ,0,$4.44 ,,,GRC,AP
9664,64,1143696,4/6/2022,09:50:36AM,90188,VEL090188,$2.24 ,3,$5.22 ,$15.66 ,$8.94 ,VEL,AP
9664,64,1143696,4/6/2022,09:50:36AM,82-1000,GRC82-1000,$7.45 ,3,$11.24 ,$33.72 ,$11.37 ,GRC,AP
9664,64,1143696,4/6/2022,09:50:36AM,84-4999,GRC84-4999,$1.32 ,0,$3.02 ,,,GRC,AP
9664,64,1143696,4/6/2022,09:50:36AM,82-2146,GRC82-2146,$3.59 ,2,$5.24 ,$10.48 ,$3.30 ,GRC,AP
9664,64,1143696,4/6/2022,09:50:36AM,82-1902,GRC82-1902,$1.24 ,2,$2.80 ,$5.60 ,$3.12 ,GRC,AP
D4032-1,16,629366,4/29/2022,12:45:42PM,33393,WIX33393,$7.25 ,2,$10.10 ,$20.20 ,$5.70 ,WIX,A
4858,47,1144905,4/14/2022,07:32:26AM,46-1345,DAY46-1345,$206.31 ,-1,$320.69 ,($320.69),($114.38),DAY,A
4858,47,1144905,4/14/2022,07:32:26AM,361-468,DAY361-468,$15.65 ,-4,$25.68 ,($102.72),($40.12),DAY,A
4858,47,1144905,4/14/2022,07:32:26AM,46-1347,DAY46-1347,$150.50 ,-1,$320.69 ,($320.69),($170.19),DAY,A
553,15,1144644,4/12/2022,02:36:07PM,SB9610,INNSB9610,$3.94 ,1,$6.73 ,$6.73 ,$2.79 ,INN,AP
8869,15,1145736,4/19/2022,02:06:53PM,G25770-0818,GATG25770-0818,$15.95 ,1,$36.17 ,$36.17 ,$20.22 ,GAT,AP
553,15,1144644,4/12/2022,02:36:07PM,WT3678,INNWT3678,$14.96 ,1,$22.05 ,$22.05 ,$7.09 ,INN,AP
8869,15,1145736,4/19/2022,02:06:53PM,G25645-0815,GATG25645-0815,$9.56 ,1,$19.16 ,$19.16 ,$9.60 ,GAT,AP
7970,6,1145866,4/20/2022,04:29:56PM,15011,TLC15011,$3.60 ,1,$6.08 ,$6.08 ,$2.48 ,TLC,AP
7970,6,1145866,4/20/2022,04:29:56PM,15205,TLC15205,$13.78 ,2,$20.67 ,$41.34 ,$13.78 ,TLC,AP
D711,129,627227,4/12/2022,05:08:31PM,CB2106611XSA,MERCB2106611XSA,$48.99 ,1,$77.17 ,$77.17 ,$28.18 ,MER,AP
D711,129,627227,4/12/2022,05:08:31PM,SYN7590P,LCSSYN7590P,$81.39 ,1,$137.75 ,$137.75 ,$56.36 ,LCS,AP
D6198,123,626677,4/8/2022,07:37:57AM,2962-22,MLW2962-22,$332.15 ,1,$473.85 ,$473.85 ,$141.70 ,MLW,AP
3487-1,13,1147060,4/27/2022,10:30:39AM,580107,VEL580107,$1.30 ,4,$3.28 ,$13.12 ,$7.92 ,VEL,A
3487-1,13,1147060,4/27/2022,10:30:39AM,1643B,SKF1643B,$7.68 ,2,$13.24 ,$26.48 ,$11.12 ,SKF,A
3487-1,13,1147060,4/27/2022,10:30:39AM,46489,WIX46489,$25.16 ,4,$20.73 ,$82.92 ,($17.72),WIX,A
3487-1,13,1147060,4/27/2022,10:30:39AM,113605,RAI113605,$2.47 ,6,$3.25 ,$19.50 ,$4.68 ,RAI,AP
3487-1,13,1147060,4/27/2022,10:30:39AM,49280,WIX49280,$31.95 ,4,$26.95 ,$107.80 ,($20.00),WIX,A
3487-1,13,1147060,4/27/2022,10:30:39AM,DEXQ,LCSDEXQ,$2.84 ,12,$4.88 ,$58.56 ,$24.48 ,LCS,AP
3487-1,13,1147060,4/27/2022,10:30:39AM,40715,TLC40715,$11.41 ,2,$21.29 ,$42.58 ,$19.76 ,TLC,A
3487-1,13,1147060,4/27/2022,10:30:39AM,AN97-24,JIPAN97-24,$3.65 ,4,$7.56 ,$30.24 ,$15.64 ,JIP,A
5710,15,1143336,4/4/2022,02:37:57PM,MAF9580,MERMAF9580,$79.93 ,4,$117.99 ,$471.96 ,$152.24 ,MER,AP
5710,15,1143336,4/4/2022,02:37:57PM,3282,KTM3282,$97.34 ,1,$133.00 ,$133.00 ,$35.66 ,KTM,AP
4858,54,1144535,4/12/2022,02:28:41PM,1326660,SPO1326660,$178.42 ,1,$248.50 ,$248.50 ,$70.08 ,SPO,APQT
4858,54,1144535,4/12/2022,02:28:41PM,331374,EXC331374,$17.32 ,6,$28.90 ,$173.40 ,$69.48 ,EXC,A
438-1,54,1146190,4/21/2022,03:06:42PM,1560,TAC1560,$41.13 ,1,$66.04 ,$66.04 ,$24.91 ,TAC,A
438-1,54,1146190,4/21/2022,03:06:42PM,1525,TAC1525,$10.50 ,1,$19.22 ,$19.22 ,$8.72 ,TAC,A
438-1,54,1146190,4/21/2022,03:06:42PM,E-AK2468,EUCE-AK2468,$151.24 ,1,$216.51 ,$216.51 ,$65.27 ,EUC,A
D6694,97,627750,4/16/2022,08:06:34AM,85292,DOR85292,$1.39 ,1,$3.93 ,$3.93 ,$2.54 ,DOR,A
D6694,97,627750,4/16/2022,08:06:34AM,84-3150,GRC84-3150,$4.18 ,1,$7.79 ,$7.79 ,$3.61 ,GRC,A
167,!WEB,1144933,4/14/2022,02:54:11PM,151.6503BA,ATM151.6503BA,$134.88 ,2,$202.31 ,$404.62 ,$134.86 ,ATM,A
D6694,97,627750,4/16/2022,08:06:34AM,3862,TAC3862,$16.71 ,2,$23.66 ,$47.32 ,$13.90 ,TAC,AP
D0553,69,626160,4/4/2022,,G25175-0606,GATG25175-0606,$12.94 ,,$15.08 ,,,GAT,A
D0553,69,626160,4/4/2022,,G25180-1212,GATG25180-1212,$28.16 ,,$32.83 ,,,GAT,A
D1375,!WEB,627402,4/13/2022,,BLJVS-413-50,ISNBLJVS-413-50,$16.08 ,1,$26.32 ,$26.32 ,$10.24 ,ISN,A
1936,74,1146507,4/23/2022,11:22:37AM,10873,LUC10873,$28.95 ,4,$44.62 ,$178.48 ,$62.68 ,LUC,AP
1936,74,1146507,4/23/2022,11:22:37AM,16069,VEL016069,$1.80 ,2,$3.02 ,$6.04 ,$2.44 ,VEL,AP
1936,74,1146507,4/23/2022,11:22:37AM,TTA50,DXNTTA50,$0.36 ,1,$1.30 ,$1.30 ,$0.94 ,DXN,AP
1936,74,1146507,4/23/2022,11:22:37AM,500019,VEL500019,$3.76 ,2,$6.41 ,$12.82 ,$5.30 ,VEL,AP
1936,74,1146507,4/23/2022,11:22:37AM,500009,VEL500009,$3.05 ,4,$5.52 ,$22.08 ,$9.88 ,VEL,AP
1879,54,1143559,4/5/2022,05:18:43PM,383N-12NPT,PCI383N-12NPT,$5.39 ,2,$8.99 ,$17.98 ,$7.20 ,PCI,AP
1879,54,1143559,4/5/2022,05:18:43PM,18012,VEL018012,$1.74 ,2,$3.82 ,$7.64 ,$4.16 ,VEL,A
1879,54,1143559,4/5/2022,05:18:43PM,441799,SLN441799,$11.87 ,1,$19.17 ,$19.17 ,$7.30 ,SLN,AP
D4600,95,627960,4/19/2022,01:10:10PM,MAF9394,MERMAF9394,$80.04 ,1,$124.22 ,$124.22 ,$44.18 ,MER,AP
1879,54,1143559,4/5/2022,05:18:43PM,S-1817,MILS-1817,$2.65 ,2,$5.33 ,$10.66 ,$5.36 ,MIL,A
D1480,4,1146343,4/22/2022,10:05:54AM,27489,GAT27489,$34.16 ,2,$49.43 ,$98.86 ,$30.54 ,GAT,AP
